Depth[m] Velocity[m/s] TWT[ms]
1970.5320000000002 3401.7955746906628 1761.4831047108726
1970.8368 3402.146331822253 1761.6622857161979
1971.1416000000002 3402.518753035522 1761.841447109344
1971.4464 3402.7535454183803 1762.0205961402285
1971.7512000000002 3403.1106103343564 1762.199726374241
1972.056 3403.3014454254712 1762.3788465637908
1972.3608000000002 3403.280265648987 1762.557967868067
1972.6656 3403.332000302982 1762.7370864494883
1972.9704000000002 3402.611938881046 1762.9162429360197
1973.2752 3401.4361444514907 1763.0954613526271
1973.5800000000002 3400.4638948479633 1763.2747310107827
1973.8848 3399.0149585195445 1763.4540770882315
1974.1896000000002 3398.149569648639 1763.6334688388022
1974.4944 3397.3218820807338 1763.8129042944813
1974.7992000000002 3396.3896383640513 1763.9923890017465
1975.104 3395.6377816832182 1764.171913450228
1975.4088000000002 3394.3928089673554 1764.3515037434875
1975.7136 3391.9437941173696 1764.5312237026028
1976.0184000000002 3389.3700380445916 1764.7110801340805
1976.3232 3386.8813647585566 1764.8910687236848
1976.6280000000002 3383.754633934554 1765.0712236302747
1976.9328 3380.496819745935 1765.2515521537152
1977.2376000000002 3377.0493910911237 1765.4320647638085
1977.5424 3373.7173908164164 1765.6127556544147
1977.8472000000002 3370.043908746575 1765.7936435052875
1978.152 3366.1847585774067 1765.9747387343734
1978.4568000000002 3361.8638128059665 1766.1560667220444
1978.7616 3357.356745069361 1766.3376381326177
1979.0664000000002 3353.656042946806 1766.5194099041391
1979.3712 3350.532745590683 1766.701351119548
1979.6760000000002 3347.466206486367 1766.883459007245
1979.9808 3344.161867382927 1767.0657468342624
1980.2856000000002 3340.7253090482463 1767.248222178269
1980.5904 3337.099031736692 1767.430895810128
1980.8952000000002 3333.782159221382 1767.6137511890597
1981.2 3331.0762528618907 1767.7967551054294
1981.5048000000002 3328.570381291316 1767.9798967939532
1981.8096 3325.7595720048594 1768.1631932670753
1982.1144000000002 3322.456750889537 1768.3466719533928
1982.4192 3319.796325851199 1768.530297676228
1982.7240000000002 3318.4994572079127 1768.7139951599434
1983.0288 3317.937629264671 1768.8977237492402
1983.3336000000002 3317.4713402335947 1769.0814781626113
1983.6384 3316.969718370358 1769.2652603649703
1983.9432000000002 3316.5468786598854 1769.4490659984508
1984.248 3316.7107396276924 1769.6328625510764
1984.5528000000002 3316.8016742261348 1769.8166540646712
1984.8576 3316.498813466566 1770.0004623620011
1985.1624000000002 3316.9608394458446 1770.1842450563129
1985.4672 3318.049475276521 1770.36796745242
1985.7720000000002 3319.4781546964664 1770.551610775735
1986.0768 3320.972378763366 1770.735171471361
1986.3816000000002 3322.300524213454 1770.9186587855147
1986.6864 3324.0385881228594 1771.10205015834
1986.9912000000002 3326.1721073917183 1771.285323897737
1987.296 3327.9398318573767 1771.4685002863737
1987.6008000000002 3328.963941372711 1771.6516203233389
1987.9056 3330.3795888283494 1771.8346625213048
1988.2104000000002 3331.17327511721 1772.0176611075847
1988.5152 3332.2747251968426 1772.2005992055124
1988.8200000000002 3334.358982793093 1772.3834229515894
1989.1248 3335.799485948178 1772.5661677486216
1989.4296000000002 3337.207602317715 1772.7488354374932
1989.7344 3338.739861932795 1772.9314192940406
1990.0392000000002 3339.574872749355 1773.1139574982217
1990.344 3339.844919317383 1773.29648094309
1990.6488000000002 3340.1727960702483 1773.4789864711624
1990.9536 3340.7381956410386 1773.661461111287
1991.2584000000002 3341.75142238065 1773.8438804246798
1991.5632 3342.577649253041 1774.0262546472013
1991.8680000000002 3343.198117597742 1774.2085950226613
1992.1728 3344.446140755886 1774.3908673554613
1992.4776000000002 3344.8507979725755 1774.573117637109
1992.7824 3344.917471334683 1774.7553642860096
1993.0872000000002 3344.799606430872 1774.9376173569642
1993.392 3343.99894041833 1775.1199140654446
1993.6968000000002 3343.412958492605 1775.3022427240842
1994.0016 3343.7924721265704 1775.4845506887923
1994.3064000000002 3344.698460019882 1775.6668092712287
1994.6112 3345.453911088497 1775.849026697085
1994.9160000000002 3345.986845869758 1776.0312151001126
1995.2208 3346.5222173643633 1776.2133743569186
1995.5256000000002 3347.0902264064534 1776.3955027008726
1995.8304 3348.3363398033453 1776.57756326413
1996.1352000000002 3349.962135580857 1776.7595354701814
1996.44 3352.1313395468064 1776.941389919859
1996.7448000000002 3354.9662233703593 1777.1230907059216
1997.0496 3358.0376086503384 1777.3046253017312
1997.3544000000002 3360.8418968761957 1777.4860084249797
1997.6592 3363.969216934011 1777.66722292508
1997.9640000000002 3367.328652172975 1777.8482566354685
1998.2688 3371.2191292273606 1778.0290814281125
1998.5736000000002 3375.6450472981596 1778.2096691354866
1998.8784 3380.3147585059864 1778.3900073712873
1999.1832000000002 3385.160256306948 1778.5700874720342
1999.488 3390.642126321188 1778.7498764256568
1999.7928000000002 3396.744896603116 1778.9293423610027
2000.0976 3403.494173043353 1779.1084524076214
2000.4024000000002 3410.9036436617866 1779.287173375343
2000.7072 3418.76875605271 1779.4654831832001
2001.0120000000002 3426.3281899123795 1779.6433995899806
2001.3168 3433.7117190258755 1779.8209334221374
2001.6216000000002 3441.599338758992 1779.9980603738818
2001.9264 3450.0025424221176 1780.1747558958427
2002.2312000000002 3458.422002797033 1780.3510212560293
2002.536 3467.592936986556 1780.526820437501
2002.8408000000002 3477.5085522880063 1780.7021183529007
2003.1456 3487.8271739197494 1780.8768976552005
2003.4504000000002 3497.5051338428166 1781.05119332502
2003.7552 3506.9510671409794 1781.225019531411
2004.0600000000002 3516.276664203137 1781.398384729379
2004.3648 3526.243239402064 1781.5712599278872
2004.6696000000002 3536.7515994471883 1781.7436214813804
2004.9744 3546.8946479253696 1781.9154901328377
2005.2792000000002 3556.1600691466338 1782.0869109879586
2005.584 3565.750470314762 1782.257870791533
2005.8888000000002 3576.0919814995814 1782.428336205497
2006.1936 3586.58507511156 1782.598302897276
2006.4984000000002 3597.465816082739 1782.7677555150813
2006.8032 3608.4372584352454 1782.9366929127248
2007.1080000000002 3619.0272616536718 1783.1051359654919
2007.4128 3629.8044978940025 1783.273078894747
2007.7176000000002 3640.4885866796153 1783.440528945883
2008.0224 3650.890703820264 1783.6075018983634
2008.3272000000002 3661.7200874855876 1783.773981035336
2008.632 3672.9874937000777 1783.9399494741192
2008.9368000000002 3683.8916497677337 1784.105426653677
2009.2416 3694.3536633617964 1784.270435219599
2009.5464000000002 3704.7210874866682 1784.4349820196426
2009.8512 3714.9607079428483 1784.5990752760522
2010.1560000000002 3725.706134537568 1784.7626952659245
2010.4608 3735.694712850409 1784.9258777652608
2010.7656000000002 3745.620051193179 1785.088627855144
2011.0704 3755.2460078293257 1785.2509607618908
2011.3752000000002 3764.457437108727 1785.412896448556
2011.68 3773.802322684595 1785.574431141652
2011.9848000000002 3782.4409595531006 1785.7355969090806
2012.2896 3789.6465340331983 1785.896456238447
2012.5944000000002 3796.1445984541606 1786.057040216267
2012.8992 3802.701433749915 1786.2173473060086
2013.2040000000002 3809.1326992109584 1786.377383736382
2013.5088 3814.4623749187012 1786.5371965592867
2013.8136000000002 3819.9871360616366 1786.6967782485142
2014.1184 3824.3802047781473 1786.8561766261228
2014.4232000000002 3828.2591657356115 1787.015413494268
2014.728 3830.9317382315353 1787.174539274014
2015.0328000000002 3832.16553942289 1787.3336138217414
2015.3376 3833.048824439462 1787.4926517124443
2015.6424000000002 3833.0229240660133 1787.6516906777927
2015.9472 3831.6033697416387 1787.8107885648062
2016.2520000000002 3829.5651472145823 1787.9699711290311
2016.5568 3826.8240823594588 1788.129267712015
2016.8616000000002 3823.154148127585 1788.288717207479
2017.1664 3819.707020928275 1788.448310599501
2017.4712000000002 3816.4635569069765 1788.608039623743
2017.776 3812.8618028387627 1788.7679195332498
2018.0808000000002 3809.06759722491 1788.9279586988566
2018.3856 3804.6513163507198 1789.088183631265
2018.6904000000002 3799.9336267690182 1789.2486074859623
2018.9952 3794.4673921557733 1789.409262444089
2019.3000000000002 3788.984893806439 1789.5701498630378
2019.6048 3784.5261238573903 1789.7312268327955
2019.9096000000002 3780.2333406853536 1789.8924867194378
2020.2144 3776.2218654188587 1790.0539179122345
2020.5192000000002 3773.4004441246407 1790.2154698092638
2020.824 3770.3147981211337 1790.3771539212387
2021.1288000000002 3766.826891434852 1790.5389877451892
2021.4336 3764.308656131238 1790.7009298322193
2021.7384000000002 3763.0463554823227 1790.8629262421525
2022.0432 3761.9435280805023 1791.0249701419214
2022.3480000000002 3761.564133555931 1791.1870303855742
2022.6528 3761.884498779646 1791.3490768280415
2022.9576000000002 3762.5499934212967 1791.5110946088193
2023.2624 3763.7618862308027 1791.6730602215298
2023.5672000000002 3766.113032656883 1791.83492472074
2023.872 3769.412772605073 1791.9966475239391
2024.1768000000002 3773.5345146328277 1792.1581936811656
2024.4816 3777.9516929530523 1792.3195509587447
2024.7864000000002 3782.514963163032 1792.4807135730202
2025.0912 3787.3488331447925 1792.641670492189
2025.3960000000002 3793.0720679016663 1792.8023845490502
2025.7008 3799.044223758825 1792.9628459609462
2026.0056000000002 3804.53027835905 1793.1230759907787
2026.3104 3810.155780073042 1793.2830694491008
2026.6152000000002 3815.95199195694 1793.4428198865498
2026.92 3821.794910220145 1793.6023260909174
2027.2248000000002 3827.933810591575 1793.7615764933964
2027.5296 3833.797732442854 1793.9205833170588
2027.8344000000002 3838.871414410388 1794.079379987797
2028.1392 3844.0259934564483 1794.2379637229324
2028.4440000000002 3848.050355360005 1794.396381608278
2028.7488 3851.667725453829 1794.5546507123265
2029.0536000000002 3855.260210509998 1794.7127723349186
2029.3584 3858.840569315155 1794.8707472470844
2029.6632000000002 3862.0630181022116 1795.0285903472986
2029.968 3864.6029317725624 1795.186329709081
2030.2728000000002 3866.5991753269705 1795.3439876333598
2030.5776 3869.1126525071704 1795.5015431389108
2030.8824000000002 3871.2632153767495 1795.6590111192793
2031.1872 3872.2078840468384 1795.8164406835626
2031.4920000000002 3872.3613666837186 1795.9738640080604
2031.7968 3872.956674996205 1796.131263135176
2032.1016000000002 3872.8585831833 1796.2886662488984
2032.4064 3872.6507566836767 1796.4460778096873
2032.7112000000002 3871.863307679698 1796.6035213844102
2033.016 3871.3863779572557 1796.7609843551618
2033.3208000000002 3871.500198910333 1796.9184426965487
2033.6256 3871.5055318688387 1797.0759008210384
2033.9304000000002 3871.974091742265 1797.233339891021
2034.2352 3872.510932301565 1797.3907571354541
2034.5400000000002 3873.1799415332034 1797.5481471894154
2034.8448 3874.592218358557 1797.705479875191
2035.1496000000002 3876.699096207013 1797.8627270550396
2035.4544 3879.3142876444404 1798.0198682286593
2035.7592000000002 3882.058096771145 1798.176898336093
2036.064 3884.3775551659724 1798.3338346769463
2036.3688000000002 3886.5846220777858 1798.4906818986785
2036.6736 3889.7762230380554 1798.6474004256697
2036.9784000000002 3893.790921261146 1798.8039573678186
2037.2832 3897.866910358345 1798.9603505987882
2037.5880000000002 3902.434693079784 1799.1165607721655
2037.8928 3907.526301829479 1799.2725673996101
2038.1976000000002 3912.9533439709835 1799.4283576547991
2038.5024 3918.1846906044166 1799.583939907331
2038.8072000000002 3922.82925995065 1799.739337952875
2039.112 3927.704531071448 1799.8945431102838
2039.4168000000002 3933.024473516708 1800.049538331927
2039.7216 3938.0287435923387 1800.2043365926029
2040.0264000000002 3942.871769228421 1800.3589447147228
2040.3312 3947.9618006836886 1800.5133535035552
2040.6360000000002 3952.4904305646373 1800.6675853760187
2040.9408 3956.523247230479 1800.821660042565
2041.2456000000002 3960.1427973873924 1800.9755938856583
2041.5504 3963.1172242017674 1801.1294121972333
2041.8552000000002 3965.4977349089004 1801.283138170806
2042.16 3967.925993265431 1801.4367700684359
2042.4648000000002 3969.577534128522 1801.590338047587
2042.7696 3971.046590833648 1801.743849215501
2043.0744000000002 3972.5267957019732 1801.8973031835549
2043.3792 3973.284417573499 1802.0507278911605
2043.6840000000002 3972.5726691778345 1802.204180087197
2043.9888 3971.4576530885765 1802.3576753660718
2044.2936000000002 3970.569180160039 1802.5112049917602
2044.5984 3969.371990088668 1802.6647809230467
2044.9032000000002 3967.5530268550656 1802.8184272627109
2045.208 3965.5338609001046 1802.972151835841
2045.5128000000002 3963.515891545877 1803.1259546757137
2045.8176 3961.3516666215273 1803.2798415434554
2046.1224000000002 3959.2737551137225 1803.4338091743152
2046.4272 3957.0389815629364 1803.5878637597868
2046.7320000000002 3954.610818512605 1803.742012936021
2047.0368 3952.0779198118394 1803.8962609069285
2047.3416000000002 3950.4094022527674 1804.0505740268934
2047.6464 3948.7907173610793 1804.2049504027596
2047.9512000000002 3945.7094799856577 1804.3594473324226
2048.2560000000003 3942.0587107967526 1804.5140873428138
2048.5608 3938.2393190826856 1804.6688773265118
2048.8656 3934.853732324397 1804.8238004930306
2049.1704 3931.399651896073 1804.9788597731792
2049.4752000000003 3927.8122328785685 1805.1340606748154
2049.78 3924.4413241870293 1805.289394886654
2050.0848 3920.7089881135603 1805.4448769695753
2050.3896 3916.4255248795484 1805.6005291059755
2050.6944000000003 3912.464898553268 1805.7563388105496
2050.9992 3908.049680242902 1805.9123245450917
2051.304 3902.4649641126457 1806.0685335067624
2051.6088 3895.8895695368446 1806.2250061143966
2051.9136000000003 3888.478671861477 1806.3817769369837
2052.2184 3880.095437238755 1806.5388864745867
2052.5232 3871.280931216717 1806.6963537343468
2052.828 3861.9949351384284 1806.8541996171712
2053.1328000000003 3851.819977843756 1807.012462465255
2053.4376 3841.613040755164 1807.171145808302
2053.7424 3830.609376706484 1807.3302849791366
2054.0472 3820.077009305344 1807.489862913957
2054.3520000000003 3809.371501650023 1807.649889311943
2054.6568 3797.441535688614 1807.8104184456429
2054.9616 3784.0710231251273 1807.971514787724
2055.2664 3770.619380522012 1808.1331858392093
2055.5712000000003 3757.6637158666026 1808.2954142997887
2055.876 3744.3531640512733 1808.4582194555237
2056.1808 3731.917000812228 1808.6215671398015
2056.4856 3720.009101592018 1808.7854377066071
2056.7904000000003 3708.113375900446 1808.9498339745212
2057.0952 3695.672469449514 1809.1147836568969
2057.4 3683.888720237077 1809.2802609680466
2057.7048 3672.662746905161 1809.4462440822092
2058.0096000000003 3662.02684619853 1809.6127092736463
2058.3144 3651.7291981500966 1809.7796438865164
2058.6192 3642.1801521372536 1809.9470161675504
2058.924 3633.7188588054614 1810.1147781831842
2059.2288000000003 3626.0330488308296 1810.28289579044
2059.5336 3619.3595493034236 1810.4513233787181
2059.8384 3614.304084255382 1810.6199865530912
2060.1432 3610.1015020707428 1810.7888460712102
2060.4480000000003 3605.837497403312 1810.9579052704778
2060.7528 3602.4601745866617 1811.1271229635145
2061.0576 3600.0106026884514 1811.2964557981302
2061.3624 3598.462497398913 1811.46586148193
2061.6672000000003 3597.4584052010086 1811.6353144488132
2061.972 3597.7227832759086 1811.8047549634725
2062.2768 3598.60556081324 1811.9741539125093
2062.5816 3599.890077024008 1812.1434924164516
2062.8864000000003 3601.8337491251746 1812.3127395395727
2063.1912 3604.573088653061 1812.4818580412668
2063.496 3607.5786728681674 1812.6508356451607
2063.8008 3610.4726860574874 1812.81967780324
2064.1056000000003 3614.2456206046522 1812.9883437058904
